Bathrooms (bin),Bedrooms (bin),Condition,Date,Id,Price (bin),View,Waterfront,Yr Built,Zipcode,Bathrooms,Bedrooms,Floors,Grade,Lat,Long,Price,Sqft Living,Sqft Lot
2.4,2,Average,6/19/2014,148000375,921K,No View,No,2004,98116,2.5,2,2,9,47.5747,-122.414,945000,2540,7089
2.4,2,Average,10/6/2014,7579200765,425K,No View,No,2004,98116,2.5,2,2,9,47.5591,-122.385,439000,1350,944
2.4,2,Average,8/18/2014,148000072,567K,No View,No,2011,98116,2.5,2,2,9,47.5779,-122.409,600000,1830,1988
2.4,2,Average,3/20/2015,6056110150,496K,No View,No,2012,98118,2.5,2,2,9,47.5622,-122.292,500000,1950,2162
1.6,2,Average,3/4/2015,925069152,886K,No View,No,1991,98053,1.75,2,2,10,47.6744,-122.05,890000,3050,50965
1.6,2,Average,12/16/2014,2902201301,638K,No View,No,2014,98102,1.75,2,2,10,47.6395,-122.329,664950,1180,900
1.6,2,Average,12/29/2014,2902201300,638K,No View,No,2014,98102,1.75,2,2,10,47.6396,-122.329,659000,1180,904
1.6,2,Average,11/13/2014,2254501095,708K,No View,No,2014,98122,2.25,2,2,10,47.6113,-122.314,729999,1630,1686
2.4,2,Average,7/1/2014,6899990230,567K,No View,No,1990,98011,2.5,2,2,10,47.7525,-122.205,600000,2510,14878
2.4,2,Average,12/9/2014,6352600350,779K,No View,No,2001,98074,2.5,2,2,10,47.6481,-122.081,795000,2830,8630
2.4,2,Average,4/14/2015,6056110460,638K,No View,No,2014,98118,2.5,2,2,10,47.5639,-122.292,669000,1640,1953
0.8,3,Average,4/8/2015,1593000690,283K,No View,No,1986,98045,1,3,2,5,47.5104,-121.787,315000,1170,62290
0.8,3,Average,8/22/2014,4047200820,248K,No View,No,1975,98019,1,3,2,6,47.7656,-121.905,250000,1640,26127
0.8,3,Average,9/17/2014,7857001560,319K,No View,No,1928,98108,1,3,2,6,47.5446,-122.296,330000,1850,5775
0.8,3,Average,7/9/2014,8821900155,319K,No View,No,1930,98125,1,3,2,6,47.7156,-122.291,335500,1370,6780
0.8,3,Average,6/3/2014,7454001210,213K,No View,No,1942,98146,1,3,2,6,47.5121,-122.375,239000,1040,6860
0.8,3,Average,4/23/2015,7304300905,248K,No View,No,1947,98155,1,3,2,6,47.7469,-122.319,252000,1300,8184
0.8,3,Average,4/21/2015,7338000270,177K,No View,No,1983,98002,1.5,3,2,6,47.334,-122.214,184500,1280,3640
0.8,3,Average,10/21/2014,7338000950,177K,No View,No,1985,98002,1.5,3,2,6,47.3344,-122.216,187000,1280,4452
1.6,3,Average,8/18/2014,847100078,319K,No View,No,1943,98059,1.75,3,2,6,47.4837,-122.148,330000,1850,14986
1.6,3,Average,8/21/2014,3348401584,177K,No View,No,1948,98178,1.75,3,2,6,47.4999,-122.268,210000,1400,7300
1.6,3,Average,12/2/2014,2781250610,248K,No View,No,2003,98038,2,3,2,6,47.349,-122.024,250000,1470,2781
1.6,3,Average,7/15/2014,203900920,319K,No View,No,1996,98053,2,3,2,6,47.635,-121.964,340000,1130,9879
1.6,3,Average,11/12/2014,8637100370,248K,No View,No,1994,98055,2,3,2,6,47.4498,-122.194,252000,1340,5670
1.6,3,Average,8/29/2014,7452500565,248K,No View,No,1951,98126,2,3,2,6,47.5188,-122.373,260000,2710,5000
1.6,3,Average,7/14/2014,8121100147,390K,No View,No,1983,98118,2.25,3,2,6,47.5686,-122.286,390000,1640,2875
2.4,3,Average,8/11/2014,1624079088,390K,No View,No,1967,98024,2.75,3,2,6,47.5621,-121.924,415000,3900,111514
0.8,3,Average,5/27/2014,3876810140,319K,No View,No,1970,98072,1,3,2,7,47.7427,-122.172,326500,1810,12375
0.8,3,Average,5/13/2014,9523102660,531K,No View,No,1910,98103,1,3,2,7,47.6741,-122.354,560000,1440,5000
0.8,3,Average,4/28/2015,4232902615,815K,No View,No,1900,98119,1,3,2,7,47.6345,-122.366,819000,1300,3600
0.8,3,Average,10/28/2014,9270200160,673K,No View,No,1922,98119,1,3,2,7,47.6413,-122.364,685000,1570,2280
0.8,3,Average,6/19/2014,1947300115,460K,No View,No,1900,98122,1,3,2,7,47.6049,-122.288,464000,1320,3625
0.8,3,Average,12/12/2014,1829700080,319K,No View,No,1950,98155,1,3,2,7,47.7443,-122.326,340000,1450,9586
0.8,3,Average,6/26/2014,3750606890,213K,No View,No,1981,98001,1.5,3,2,7,47.2589,-122.279,220000,1660,15600
0.8,3,Average,11/19/2014,7502700060,319K,No View,No,1999,98006,1.5,3,2,7,47.5524,-122.139,333000,1260,5758
0.8,3,Average,2/25/2015,1326069094,496K,No View,No,1977,98019,1.5,3,2,7,47.7348,-121.984,524950,2700,24539
0.8,3,Average,4/2/2015,4047200850,354K,No View,No,1990,98019,1.5,3,2,7,47.767,-121.903,387000,1620,21929
0.8,3,Average,8/7/2014,4057300180,283K,No View,No,1988,98029,1.5,3,2,7,47.5707,-122.018,310000,1140,3104
0.8,3,Average,11/14/2014,4057300030,283K,No View,No,1988,98029,1.5,3,2,7,47.5701,-122.017,310000,1140,3292
0.8,3,Average,12/22/2014,4057300200,283K,No View,No,1988,98029,1.5,3,2,7,47.5707,-122.017,310000,1150,3323
0.8,3,Average,9/30/2014,3057000300,283K,No View,No,1982,98033,1.5,3,2,7,47.7168,-122.189,295000,1220,3286
0.8,3,Average,7/21/2014,9477100170,354K,No View,No,1968,98034,1.5,3,2,7,47.7302,-122.197,375000,1370,9720
0.8,3,Average,2/19/2015,9477100620,213K,No View,No,1968,98034,1.5,3,2,7,47.7308,-122.194,245000,1330,7125
0.8,3,Average,2/2/2015,1822350070,425K,No View,No,1986,98034,1.5,3,2,7,47.7085,-122.217,455000,1380,6657
0.8,3,Average,8/11/2014,9542840450,248K,No View,No,2011,98038,1.5,3,2,7,47.3654,-122.021,274000,1450,4694
0.8,3,Average,12/23/2014,4051150070,248K,No View,No,2009,98042,1.5,3,2,7,47.386,-122.162,250000,1072,4339
0.8,3,Average,10/13/2014,7334600170,319K,No View,No,1979,98045,1.5,3,2,7,47.4704,-121.747,345000,1390,13860
0.8,3,Average,10/8/2014,9407110680,248K,No View,No,1980,98045,1.5,3,2,7,47.4477,-121.77,280000,1370,11400
0.8,3,Average,6/23/2014,6056100150,142K,No View,No,2012,98108,1.5,3,2,7,47.5671,-122.298,160797,1270,2356
0.8,3,Average,12/1/2014,6056100165,142K,No View,No,2014,98108,1.5,3,2,7,47.5667,-122.297,175003,1390,1882
0.8,3,Average,9/22/2014,3626039403,354K,No View,No,1999,98117,1.5,3,2,7,47.698,-122.366,360000,1340,1110
0.8,3,Average,1/23/2015,1105000745,213K,No View,No,1908,98118,1.5,3,2,7,47.54,-122.275,227064,1570,10824
0.8,3,Average,7/25/2014,3445400120,248K,No View,No,2001,98118,1.5,3,2,7,47.5506,-122.29,267500,1390,2153
0.8,3,Average,10/16/2014,3277800729,248K,No View,No,2007,98126,1.5,3,2,7,47.5459,-122.376,275000,1170,1174
0.8,3,Average,8/18/2014,6450303235,248K,No View,No,1986,98133,1.5,3,2,7,47.7316,-122.338,269000,1320,2625
0.8,3,Average,5/7/2014,6781200013,213K,No View,No,2005,98133,1.5,3,2,7,47.7111,-122.331,245000,1260,1270
0.8,3,Average,11/5/2014,272000320,390K,No View,No,1998,98144,1.5,3,2,7,47.5879,-122.299,398000,1310,2996
0.8,3,Average,11/8/2014,272000355,319K,No View,No,1998,98144,1.5,3,2,7,47.5873,-122.299,325000,1310,2998
0.8,3,Average,4/22/2015,1032000079,390K,No View,No,1998,98144,1.5,3,2,7,47.5909,-122.297,402000,1320,3145
0.8,3,Average,9/2/2014,5589300361,248K,No View,No,1927,98155,1.5,3,2,7,47.7527,-122.306,270000,1610,8375
0.8,3,Average,5/4/2015,6821102340,390K,No View,No,1945,98199,1.5,3,2,7,47.6471,-122.397,415000,1360,1795
0.8,3,Average,8/12/2014,2771101964,390K,No View,No,2003,98199,1.5,3,2,7,47.6526,-122.384,396500,1360,1488
0.8,3,Average,6/11/2014,2771101963,354K,No View,No,2004,98199,1.5,3,2,7,47.6526,-122.384,386000,1270,1318
1.6,3,Average,9/22/2014,9265400210,213K,No View,No,1989,98001,1.75,3,2,7,47.2576,-122.255,227000,1510,9837
1.6,3,Average,10/8/2014,9265410090,142K,No View,No,1990,98001,1.75,3,2,7,47.258,-122.252,160000,1370,8006
1.6,3,Average,10/15/2014,7212680080,283K,No View,No,1993,98003,1.75,3,2,7,47.2623,-122.305,300000,1700,8481
1.6,3,Average,12/19/2014,7212680020,283K,No View,No,1994,98003,1.75,3,2,7,47.2622,-122.303,299500,1820,8813
1.6,3,Average,7/1/2014,4391600035,496K,No View,No,1934,98010,1.75,3,2,7,47.3264,-122.038,510000,1750,7020
1.6,3,Average,8/20/2014,4233400340,177K,No View,No,1994,98010,1.75,3,2,7,47.3122,-121.996,185000,1430,10816
1.6,3,Average,11/20/2014,626059317,354K,No View,No,1981,98011,1.75,3,2,7,47.7668,-122.218,375000,1430,10574
1.6,3,Average,8/28/2014,4046600120,460K,No View,No,1978,98014,1.75,3,2,7,47.695,-121.915,475000,1870,25157
1.6,3,Average,1/20/2015,4046500320,319K,No View,No,1990,98014,1.75,3,2,7,47.6903,-121.915,342000,1660,16275
1.6,3,Average,6/9/2014,782700150,319K,No View,No,1977,98019,1.75,3,2,7,47.7078,-121.915,328000,1440,45302
1.6,3,Average,7/18/2014,9268850180,283K,No View,No,2008,98027,1.75,3,2,7,47.54,-122.026,288790,1290,1237
1.6,3,Average,4/10/2015,9268850480,283K,No View,No,2008,98027,1.75,3,2,7,47.539,-122.026,308000,1300,1237
1.6,3,Average,5/20/2014,3832150190,248K,No View,No,1982,98031,1.75,3,2,7,47.3876,-122.216,263000,1570,7775
1.6,3,Average,6/30/2014,1545806980,248K,No View,No,1985,98038,1.75,3,2,7,47.3617,-122.046,263000,1410,8100
1.6,3,Average,2/11/2015,7614100080,106K,No View,No,1981,98042,1.75,3,2,7,47.3563,-122.149,140000,1270,8991
1.6,3,Average,5/23/2014,8572900135,390K,No View,No,1911,98045,1.75,3,2,7,47.4943,-121.789,399500,2420,12676
1.6,3,Average,11/7/2014,9407100720,283K,No View,No,1979,98045,1.75,3,2,7,47.4429,-121.771,290000,1390,13200
1.6,3,Average,7/8/2014,1471610060,354K,No View,No,1982,98045,1.75,3,2,7,47.4716,-121.756,370000,1570,16817
1.6,3,Average,7/3/2014,7199330130,460K,No View,No,1978,98052,1.75,3,2,7,47.6971,-122.13,474000,1530,8000
1.6,3,Average,9/22/2014,646910620,213K,No View,No,2005,98055,1.75,3,2,7,47.4331,-122.195,242500,1550,1905
1.6,3,Average,3/16/2015,1965200075,815K,No View,No,1929,98102,1.75,3,2,7,47.6447,-122.327,845000,1600,2538
1.6,3,Average,10/3/2014,9550201495,744K,No View,No,1920,98103,1.75,3,2,7,47.6666,-122.331,765000,2120,5000
1.6,3,Average,7/15/2014,789000520,390K,No View,No,1995,98103,1.75,3,2,7,47.6966,-122.35,402500,1480,2211
1.6,3,Average,4/13/2015,789000550,390K,No View,No,1995,98103,1.75,3,2,7,47.6969,-122.35,415000,1480,2200
1.6,3,Average,4/17/2015,2113700005,248K,No View,No,1947,98106,1.75,3,2,7,47.5317,-122.351,283000,1830,7600
1.6,3,Average,10/2/2014,1773100123,283K,No View,No,2008,98106,1.75,3,2,7,47.5601,-122.363,285000,1100,1307
1.6,3,Average,8/21/2014,880000211,248K,No View,No,2011,98106,1.75,3,2,7,47.5261,-122.361,255000,1260,1133
1.6,3,Average,3/30/2015,3679400503,319K,No View,No,2011,98108,1.75,3,2,7,47.5677,-122.314,330000,1300,958
1.6,3,Average,11/4/2014,3679400474,283K,No View,No,2014,98108,1.75,3,2,7,47.5684,-122.314,294000,1420,1361
1.6,3,Average,10/1/2014,1337800045,602K,No View,No,1906,98112,1.75,3,2,7,47.6296,-122.308,625000,1660,4800
1.6,3,Average,7/9/2014,9244900248,708K,No View,No,1935,98115,1.75,3,2,7,47.6877,-122.283,737500,2320,10900
1.6,3,Average,4/17/2015,442000210,602K,No View,No,1948,98115,1.75,3,2,7,47.6899,-122.283,625000,1840,5664
1.6,3,Average,1/23/2015,5309100750,567K,No View,No,1928,98117,1.75,3,2,7,47.6779,-122.371,580000,1460,2800
1.6,3,Average,7/22/2014,173000140,460K,No View,No,1944,98133,1.75,3,2,7,47.7289,-122.353,487000,1770,10125
1.6,3,Average,11/21/2014,623049273,213K,No View,No,1948,98146,1.75,3,2,7,47.5093,-122.345,225000,1550,9060
1.6,3,Average,5/8/2015,4025300135,425K,No View,No,1949,98155,1.75,3,2,7,47.749,-122.305,451000,1790,9813
1.6,3,Average,4/28/2015,7147400045,354K,No View,No,1956,98188,1.75,3,2,7,47.445,-122.285,355000,1870,8250
1.6,3,Average,12/15/2014,1622049154,283K,No View,No,1943,98198,1.75,3,2,7,47.3987,-122.3,289900,1899,11325
1.6,3,Average,8/21/2014,2868300115,248K,No View,No,1957,98198,1.75,3,2,7,47.4129,-122.322,271500,1995,18360
1.6,3,Average,5/29/2014,2011000120,177K,No View,No,1986,98198,1.75,3,2,7,47.3819,-122.312,210000,1590,7617
1.6,3,Average,6/4/2014,2326300090,850K,No View,No,1947,98199,1.75,3,2,7,47.657,-122.394,865000,2090,4725
1.6,3,Average,10/28/2014,3355400242,248K,No View,No,2014,98001,2,3,2,7,47.2602,-122.246,274900,1936,6612
1.6,3,Average,9/26/2014,726059048,460K,No View,No,1998,98011,2,3,2,7,47.7599,-122.214,490500,3000,21883
1.6,3,Average,7/31/2014,1875500060,390K,No View,No,1994,98019,2,3,2,7,47.7277,-121.962,395000,1890,14040
1.6,3,Average,1/21/2015,6802200190,213K,No View,No,1990,98022,2,3,2,7,47.1955,-121.987,222500,1450,9044
1.6,3,Average,7/17/2014,5422420120,248K,No View,No,1990,98023,2,3,2,7,47.2887,-122.351,252000,1420,6788
1.6,3,Average,8/28/2014,4027701220,248K,No View,No,1933,98028,2,3,2,7,47.7704,-122.264,259000,1610,14046
1.6,3,Average,11/4/2014,8944290160,213K,No View,No,1985,98031,2,3,2,7,47.3912,-122.167,230000,1510,3413
1.6,3,Average,7/10/2014,4123800270,248K,No View,No,1986,98038,2,3,2,7,47.3784,-122.046,250000,1440,5457
1.6,3,Average,3/19/2015,3832050860,177K,No View,No,2006,98042,2,3,2,7,47.3338,-122.053,210000,1580,4961
1.6,3,Average,1/30/2015,723099065,460K,No View,No,1994,98045,2,3,2,7,47.4853,-121.709,465000,1840,40438
1.6,3,Average,10/28/2014,1425059174,390K,No View,No,1984,98052,2,3,2,7,47.654,-122.127,390000,1510,10827
1.6,3,Average,7/21/2014,339600070,390K,No View,No,1987,98052,2,3,2,7,47.6829,-122.097,408000,1640,3440
1.6,3,Average,6/18/2014,7202330790,531K,No View,No,2003,98053,2,3,2,7,47.682,-122.037,535000,2120,4080
1.6,3,Average,7/15/2014,7203101970,354K,No View,No,2008,98053,2,3,2,7,47.696,-122.026,362764,1460,4350
1.6,3,Average,3/24/2015,7203140110,390K,No View,No,2010,98053,2,3,2,7,47.6861,-122.013,392137,1460,3696
1.6,3,Average,12/2/2014,1257201375,531K,No View,No,1950,98103,2,3,2,7,47.6727,-122.33,550000,1650,3952
1.6,3,Average,9/4/2014,8021700725,390K,No View,No,1988,98103,2,3,2,7,47.6923,-122.332,422500,1300,2250
1.6,3,Average,10/14/2014,4310702440,354K,No View,No,1991,98103,2,3,2,7,47.6969,-122.338,355000,1480,2502
1.6,3,Average,7/17/2014,1931301105,425K,No View,No,1996,98103,2,3,2,7,47.6545,-122.348,440000,1550,2401
1.6,3,Average,8/11/2014,880000189,177K,No View,No,2003,98106,2,3,2,7,47.526,-122.361,209000,1230,1340
1.6,3,Average,10/23/2014,7899800791,213K,No View,No,2007,98106,2,3,2,7,47.5225,-122.357,230000,1160,1174
1.6,3,Average,7/29/2014,880000205,248K,No View,No,2011,98106,2,3,2,7,47.5262,-122.361,249000,1260,1125
1.6,3,Average,8/20/2014,3359500096,638K,No View,No,1908,98115,2,3,2,7,47.6741,-122.323,645000,2130,4000
1.6,3,Average,5/23/2014,3735900545,425K,No View,No,1923,98115,2,3,2,7,47.6892,-122.319,449950,1560,4080
1.6,3,Average,3/21/2015,3359500960,460K,No View,No,1986,98115,2,3,2,7,47.6728,-122.325,480000,1300,3000
1.6,3,Average,12/19/2014,8641500345,390K,No View,No,1989,98115,2,3,2,7,47.6943,-122.307,396900,1360,3120
1.6,3,Average,7/31/2014,7518503490,460K,No View,No,1984,98117,2,3,2,7,47.6793,-122.38,495000,1340,2550
1.6,3,Average,1/13/2015,7518501140,283K,No View,No,1987,98117,2,3,2,7,47.6821,-122.378,300000,1260,2550
1.6,3,Average,4/8/2015,1183000005,425K,No View,No,1940,98118,2,3,2,7,47.5536,-122.286,450000,1680,4886
1.6,3,Average,9/5/2014,1231000500,248K,No View,No,1971,98118,2,3,2,7,47.5558,-122.27,275000,1380,3500
1.6,3,Average,9/22/2014,2254501335,567K,No View,No,1902,98122,2,3,2,7,47.6123,-122.314,591000,1460,3600
1.6,3,Average,5/16/2014,3277801646,213K,No View,No,2004,98126,2,3,2,7,47.5445,-122.376,238000,1020,1204
1.6,3,Average,3/12/2015,3277801448,248K,No View,No,2009,98126,2,3,2,7,47.5434,-122.375,280000,1020,889
1.6,3,Average,5/6/2014,7625704005,531K,No View,No,1916,98136,2,3,2,7,47.5452,-122.393,561000,2000,7000
1.6,3,Average,4/27/2015,3259400024,319K,No View,No,2000,98136,2,3,2,7,47.5552,-122.381,340000,1150,700
1.6,3,Average,12/3/2014,5637500082,319K,No View,No,2006,98136,2,3,2,7,47.5443,-122.385,346000,1060,1184
1.6,3,Average,4/13/2015,1568100087,319K,No View,No,2003,98155,2,3,2,7,47.7364,-122.295,320000,1420,1716
1.6,3,Average,3/22/2015,1568100387,460K,No View,No,2012,98155,2,3,2,7,47.7368,-122.295,467000,1840,3432
1.6,3,Average,9/4/2014,126039256,425K,No View,No,1977,98177,2,3,2,7,47.777,-122.362,434900,1520,5040
1.6,3,Average,7/22/2014,8159610030,177K,No View,No,1974,98001,2.25,3,2,7,47.3417,-122.271,196000,2070,11576
1.6,3,Average,11/24/2014,3329510200,283K,No View,No,1984,98001,2.25,3,2,7,47.3336,-122.269,299900,2100,8163
1.6,3,Average,12/12/2014,1312920060,248K,No View,No,1991,98001,2.25,3,2,7,47.3305,-122.285,265000,1630,10969
1.6,3,Average,4/27/2015,9543000945,177K,No View,No,1997,98001,2.25,3,2,7,47.2734,-122.248,182500,1830,4744
1.6,3,Average,7/29/2014,7349600230,248K,No View,No,1996,98002,2.25,3,2,7,47.2844,-122.205,275000,1640,6044
1.6,3,Average,2/20/2015,301400850,248K,No View,No,2011,98002,2.25,3,2,7,47.3452,-122.215,260000,1489,2800
1.6,3,Average,6/18/2014,301400930,248K,No View,No,2012,98002,2.25,3,2,7,47.3454,-122.214,267000,1584,2800
1.6,3,Average,6/25/2014,301402120,213K,No View,No,2012,98002,2.25,3,2,7,47.3457,-122.217,240000,1481,2820
1.6,3,Average,10/16/2014,301400800,248K,No View,No,2012,98002,2.25,3,2,7,47.3451,-122.214,261000,1584,2800
1.6,3,Average,2/26/2015,301402140,248K,No View,No,2012,98002,2.25,3,2,7,47.3457,-122.217,250000,1481,2820
1.6,3,Average,4/7/2015,301400940,248K,No View,No,2012,98002,2.25,3,2,7,47.3454,-122.214,265000,1489,2800
1.6,3,Average,9/24/2014,2312400230,248K,No View,No,1992,98003,2.25,3,2,7,47.3476,-122.3,257000,1810,12000
1.6,3,Average,6/27/2014,1321400060,248K,No View,No,1995,98003,2.25,3,2,7,47.3097,-122.327,257500,1715,6819
1.6,3,Average,6/3/2014,1321400650,248K,No View,No,1996,98003,2.25,3,2,7,47.3072,-122.328,250000,1765,7652
1.6,3,Average,8/21/2014,5651010300,354K,No View,No,1988,98011,2.25,3,2,7,47.7729,-122.172,370000,1650,4859
1.6,3,Average,10/1/2014,2025079037,496K,No View,No,1981,98014,2.25,3,2,7,47.6367,-121.948,510000,2750,219542
1.6,3,Average,8/26/2014,4046600320,390K,No View,No,1995,98014,2.25,3,2,7,47.6988,-121.915,420000,2020,21010
1.6,3,Average,6/17/2014,6672920050,390K,No View,No,1986,98019,2.25,3,2,7,47.7267,-121.966,400000,2140,11266
1.6,3,Average,2/2/2015,1326069191,319K,No View,No,1989,98019,2.25,3,2,7,47.7347,-121.976,334000,1840,9781
1.6,3,Average,5/8/2015,3782400040,390K,No View,No,1989,98019,2.25,3,2,7,47.7341,-121.981,396000,1680,9766
1.6,3,Average,4/27/2015,2131701410,283K,No View,No,1990,98019,2.25,3,2,7,47.7372,-121.981,299950,1370,5000
1.6,3,Average,11/21/2014,1559900080,283K,No View,No,1995,98019,2.25,3,2,7,47.7468,-121.98,289200,1760,7023
1.6,3,Average,12/22/2014,1559900140,319K,No View,No,1995,98019,2.25,3,2,7,47.7466,-121.979,350000,1760,9621
1.6,3,Average,12/23/2014,1559900110,319K,No View,No,1995,98019,2.25,3,2,7,47.7471,-121.979,325000,1440,6443
1.6,3,Average,3/26/2015,1559900200,354K,No View,No,1995,98019,2.25,3,2,7,47.7462,-121.98,382000,1800,4500
1.6,3,Average,4/13/2015,7326200030,319K,No View,No,2000,98019,2.25,3,2,7,47.737,-121.967,350000,1550,5401
1.6,3,Average,7/1/2014,112900020,283K,No View,No,2001,98019,2.25,3,2,7,47.7362,-121.967,300000,1660,5128
1.6,3,Average,12/22/2014,7326200110,319K,No View,No,2001,98019,2.25,3,2,7,47.7373,-121.966,324000,1550,4411
1.6,3,Average,7/11/2014,255550100,319K,No View,No,2004,98019,2.25,3,2,7,47.7453,-121.985,326000,1930,3462
1.6,3,Average,7/12/2014,2619950490,319K,No View,No,2011,98019,2.25,3,2,7,47.7342,-121.968,335000,1530,4580
1.6,3,Average,1/14/2015,5702380630,213K,No View,No,1990,98022,2.25,3,2,7,47.1949,-121.982,235000,1670,7606
1.6,3,Average,8/27/2014,3797310010,248K,No View,No,1994,98022,2.25,3,2,7,47.1927,-122.011,277000,2160,9612
1.6,3,Average,8/12/2014,104540820,213K,No View,No,1987,98023,2.25,3,2,7,47.3116,-122.358,221000,1430,5999
1.6,3,Average,8/22/2014,9211520020,283K,No View,No,1989,98023,2.25,3,2,7,47.2998,-122.387,283748,1940,9560
1.6,3,Average,3/5/2015,5028602020,248K,No View,No,1989,98023,2.25,3,2,7,47.2843,-122.352,255000,1850,7151
1.6,3,Average,7/25/2014,5028600360,213K,No View,No,1990,98023,2.25,3,2,7,47.2862,-122.352,213675,1560,6013
1.6,3,Average,5/9/2014,291300170,354K,No View,No,2003,98027,2.25,3,2,7,47.5348,-122.072,387000,1445,1606
1.6,3,Average,5/21/2014,291300010,390K,No View,No,2003,98027,2.25,3,2,7,47.5342,-122.072,389999,1445,1471
1.6,3,Average,6/2/2014,291310150,390K,No View,No,2004,98027,2.25,3,2,7,47.5345,-122.069,391000,1410,1290
1.6,3,Average,12/9/2014,291310120,354K,No View,No,2004,98027,2.25,3,2,7,47.5345,-122.069,355000,1410,1332
1.6,3,Average,2/27/2015,291310610,390K,No View,No,2004,98027,2.25,3,2,7,47.5341,-122.069,415000,1445,1512
1.6,3,Average,5/16/2014,291310260,354K,No View,No,2005,98027,2.25,3,2,7,47.5342,-122.067,377500,1410,1377
1.6,3,Average,6/13/2014,291310180,354K,No View,No,2005,98027,2.25,3,2,7,47.5344,-122.068,379500,1410,1287
1.6,3,Average,8/29/2014,291310370,354K,No View,No,2005,98027,2.25,3,2,7,47.5339,-122.067,366000,1445,1028
1.6,3,Average,9/4/2014,291310390,354K,No View,No,2005,98027,2.25,3,2,7,47.5339,-122.067,355000,1445,1087
1.6,3,Average,5/15/2014,5631500213,319K,No View,No,1986,98028,2.25,3,2,7,47.7352,-122.232,342400,1180,9630
1.6,3,Average,5/30/2014,982850010,354K,No View,No,2009,98028,2.25,3,2,7,47.7611,-122.233,365250,1490,4522
1.6,3,Average,6/3/2014,982850060,390K,No View,No,2009,98028,2.25,3,2,7,47.761,-122.232,400000,1450,4706
1.6,3,Average,9/3/2014,982850020,354K,No View,No,2009,98028,2.25,3,2,7,47.7611,-122.233,382000,1450,4667
1.6,3,Average,3/3/2015,982850120,390K,No View,No,2009,98028,2.25,3,2,7,47.7607,-122.233,390000,1490,4539
1.6,3,Average,6/30/2014,3904901840,460K,No View,No,1985,98029,2.25,3,2,7,47.5672,-122.018,491500,1470,4322
1.6,3,Average,8/20/2014,3904901330,425K,No View,No,1985,98029,2.25,3,2,7,47.5675,-122.019,449950,1610,5159
1.6,3,Average,10/30/2014,3904901520,425K,No View,No,1985,98029,2.25,3,2,7,47.5662,-122.017,447000,1440,4667
1.6,3,Average,2/24/2015,3904901710,425K,No View,No,1985,98029,2.25,3,2,7,47.5665,-122.018,435500,1450,4789
1.6,3,Average,3/20/2015,3904901570,425K,No View,No,1985,98029,2.25,3,2,7,47.5658,-122.018,432250,1440,6232
1.6,3,Average,4/14/2015,3904901300,460K,No View,No,1985,98029,2.25,3,2,7,47.5674,-122.019,468000,1470,5597
1.6,3,Average,11/3/2014,3629920300,390K,No View,No,2003,98029,2.25,3,2,7,47.5454,-121.997,425000,1260,3000
1.6,3,Average,4/7/2015,3629920140,460K,No View,No,2003,98029,2.25,3,2,7,47.5459,-121.997,477000,1260,3000
1.6,3,Average,6/11/2014,3629990110,460K,No View,No,2005,98029,2.25,3,2,7,47.5493,-121.998,475000,1630,2520
1.6,3,Average,6/23/2014,3629990280,496K,No View,No,2005,98029,2.25,3,2,7,47.5485,-121.999,497000,1630,3817
1.6,3,Average,10/2/2014,3629990020,425K,No View,No,2005,98029,2.25,3,2,7,47.5482,-121.998,449500,1260,2556
